whitePixelOnTopHalfCount,whitePixelOnBottomHalfCount,leftSideShape,rightSideShape,topShape,bottomShape,distanceCenter,heightWidthRatio
 5,  49,  73,  62, 190, 174, 136,848.63,1.31486
 1,  24,  46,  56,  49,  72,  12,371.745,3.67155
 7,  54,  63, 150,  46, 112,  41,724.377,1.69209
 2,  55,  82,  74,  86, 138,  16,896.851,2.07007
 9,  73, 103, 105,  58, 142,  77,1096.51,1.23219
 6,  38, 117,  57, 104, 134,  31,934.648,1.27798
 9,  58,  85,  91,  75, 145,  67,884.294,1.34457
 0,  71, 108,  50,  63, 168,  44,1562.11,1.0346
 4,  39,  51, 101,  71, 123,  58,469.003,2.19616
 2,  67,  92,  89, 115, 158,  34,1241.75,1.73074
 3,  75, 122, 124,  73, 147,  59,1475.79,1.24562
 2,  58,  88,  81, 113, 155,  26,1023.87,1.93797
 7,  50,  73,  67,  71,  86,  28,743.656,1.84509
 7,  78,  65, 156,  81, 145, 107,1019.74,1.74828
 7,  61,  45, 212,  42, 157,  86,805.965,1.46556
 1,  33,  59,  75,  65, 106,  19,496.191,2.33706
 1,  28,  37, 103, 136, 168,  66,408.471,1.47475
 3,  63,  92,  91,  33, 149,  73,1267.78,1.45662
 2,  76, 122,  81,  59, 145,  48,1286.07,1.2589
 7,  51,  55,  97,  66, 118,  36,655.484,2.19583
 1,  30,  42,  54,  49,  65,   7,391.527,3.64332
 4,  59, 102,  83,  92, 185, 108,979.379,1.05701
 1,  28,  48,  50,  62,  90,   4,426.979,3.7787
 7,  68,  59, 117, 101, 144,  97,832.569,1.7049
 1,  27,  34,  72,  31,  46,   6,397.246,4.40452
 4,  29,  55,  77,  83, 117,  46,463.241,1.52778
 8,  50,  80,  68,  50, 110,  39,770.667,2.08659
 8,  58,  81,  61, 111, 128, 121,925.14,1.56376
 6,  34,  91,  38,  56,  68,  16,702.792,1.9233
 9,  48,  76,  91,  60, 122,  56,729.91,1.45974
 6,  31, 138,  49, 161, 224,  83,1129.34,0.761645
 2,  68,  93, 134,  95, 158,  60,1228.31,1.69395
 8,  45,  69,  75,  72, 126,  33,694.787,2.21117
 9,  52,  74, 120,  58, 138,  73,777.567,1.24487
 3,  66,  99, 130,  54, 155,  55,1176.93,1.69322
 5,  71,  87, 116, 131, 144,  52,1173.67,1.40759
 9,  57, 102, 109,  53, 166,  59,981.636,0.985056
 1,  22,  36,  73,  62,  94,   8,307.314,3.63839
 6,  38, 120,  63, 118, 167,  72,1073.85,1.0071
 5,  47,  92, 114,  67, 130,  20,1012.76,1.48584
 4,  44,  68, 111,  47, 157,  59,681.939,1.03119
 6,  33, 102,  42, 151, 165,  49,878.49,1.1624
 9,  72,  85, 113,  96, 161, 112,937.272,1.31309
 8,  61,  96,  47, 107, 130,  82,1128.81,1.34565
 1,  31,  50,  36,  22,  47,   5,511.596,3.91274
 3,  60, 109,  68,  26, 102,  40,1108.37,1.49543
 2,  51, 100,  83, 145, 225,  98,1056.2,1.44475
 5,  54, 101, 114,  84, 125,  29,1225.91,1.35114
 6,  44, 121,  68, 124, 200,  63,1110.38,1.25644
 6,  42, 126,  52, 166, 216,  88,1210.34,0.893976
 3,  75,  83,  63,  30,  85,  45,1059.56,1.90647
 0,  81, 108,  50,  47, 150,  34,1629.47,1.02178
 8,  32,  57,  77,  35,  98,  41,562.996,1.91175
 9,  62,  93, 110,  61, 153,  86,1074.19,1.03535
 8,  54,  84,  57,  91, 111,  80,832.713,1.90726
 9,  49,  72, 103,  51, 122,  65,796.801,1.31019
 2,  35, 113,  84,  79, 232, 100,885.499,0.84967
 3,  47, 101, 134,  54, 163,  45,1072.39,1.11634
 7,  52,  79,  85,  86, 100,  60,787.433,1.39381
 1,  35,  64,  89,  82, 130,  36,563.196,2.31559
 0,  59,  99,  80,  32, 154,  30,1188.8,1.35173
 1,  29,  50,  89,  82, 125,  29,425.183,2.25282
 2,  66, 140, 104,  48, 139,  37,1488.84,1.28333
 0,  63, 115,  79,  54, 154,  46,1264.26,1.13683
 8,  61,  88,  69, 120, 160, 109,941.47,1.51867
 3,  46,  79, 179,  51, 154,  41,800.924,1.52837
 3,  78, 120, 124,  72, 186,  72,1406.56,1.22513
 4,  34,  78, 106, 118, 227, 147,660.149,0.845988
 6,  41, 119,  36, 156, 192,  96,992.824,0.736931
 5,   8,  63,  75, 108, 240, 109,430.518,0.977595
 6,  28,  60,  52,  42,  91,  24,518.07,2.34483
 6,  44, 108, 125, 142, 166,  94,957.436,1.25347
 9,  37,  55,  80,  40,  87,  35,536.552,2.0903
 7,  52,  92, 134, 116, 212, 101,941.111,0.887904
 2,  62, 171,  59, 109, 197,  79,1580,1.1157
 8,  66,  95, 116, 124, 217, 119,1172.16,1.19268
 3,  44,  93, 187,  79, 192,  42,986.989,1.29608
 9,  59,  70,  70,  97, 136,  68,722.279,1.56203
 9,  68,  65, 117,  50, 135,  72,803.798,1.50479
 0,  58,  96,  94,  68, 194,  68,1184.47,1.03211
 9,  46,  70,  71,  39, 113,  31,792.267,1.20706
 1,  34,  57, 150, 143, 221, 119,581.342,1.2229
 5,  47, 110, 115, 103, 175,  18,1120.8,1.24049
 2,  44, 106, 158,  93, 233,  70,1067.77,1.12163
 6,  37, 100,  70,  78, 106,  30,853.179,1.50586
 3,  52,  89, 161,  47, 150,  34,899.601,1.36925
 5,  65, 124, 114,  62, 177,  49,1395.19,0.953851
 8,  67, 100,  95, 123, 219, 123,1162.41,1.1904
 6,  28,  70,  34,  91,  94,  12,568.211,2.09042
 0,  71, 119, 107,  56, 188,  59,1369.56,0.987185
 6,  61, 175,  90,  67, 162,  50,1557.22,1.1052
 1,  36,  62, 139, 143, 229, 141,639.219,1.14498
 8,  50,  69,  79,  66, 125,  74,836.736,1.63174
 2,  43, 106, 123,  55, 226,  74,982.102,0.810449
 6,  36,  97,  56,  86, 110,  24,768.192,1.5032
 3,  61, 105, 100,  55, 121,  48,1189.8,1.47099
 2,  65, 129, 106,  68, 136,  42,1392.23,1.33143
 7,  52,  92,  96, 129, 214, 117,933.818,0.849509
 6,  36, 131,  39, 167, 206,  87,1232.58,0.831639
 8,  33,  80,  84, 121, 236, 127,672.357,1.09443
 8,  80,  96,  50, 113, 141, 106,1220.14,1.47834
 9,  59,  62, 134, 150, 253, 133,788.451,1.17713
 7,  66,  53, 191,  61, 161,  89,854.989,1.31021
 9,  50,  63,  74,  93, 121,  73,635.787,1.44303
 4,  52,  94, 109,  26, 186,  73,1067.45,0.724531
 0,  51, 104,  97,  60, 162,  59,1053.94,1.14495
 9,  63,  67,  99,  57, 113,  72,790.291,1.40628
 1,  33,  52, 130, 130, 191,  91,525.712,1.4433
 9,  38,  49,  83,  48,  94,  38,469.666,2.10841
 4,  33,  77, 101, 144, 183, 119,664.187,0.964403
 9,  52,  77, 110,  45, 165,  91,952.976,0.835549
 7,  50,  89, 132, 141, 221, 122,936.677,0.913465
 2,  32,  72, 166,  60, 201,  88,728.469,0.9121
 3,  66, 109, 134,  62, 141,  30,1309.96,1.30096
 2,  66,  99, 110, 107, 180,  52,1211.69,1.77882
 2,  42, 102, 126,  88, 215,  87,987.09,0.840393
 9,  56,  86,  62,  90, 130,  62,800.575,1.42545
 9,  57,  76,  76, 115, 143, 104,794.316,1.23299
 9,  57, 112, 105,  35, 165,  38,1025.05,1.06668
 0,  59, 123,  81,  67, 205,  66,1213.22,0.939631
 4,  46, 118, 103,  79, 206,  65,1033.51,0.864468
 5,  28,  62,  73, 124, 234, 122,528.578,0.980705
 8,  69, 100,  70,  87, 136,  74,1229.68,1.41786
 6,  51, 108, 113, 131, 174,  89,1159.44,1.17298
 6,  66, 164,  61, 100, 180,  74,1579.71,0.992751
 7,  53,  88, 119, 153, 194, 143,962.992,0.940743
 8,  39,  72,  55,  36,  86,  21,672.941,2.2986
 3,  59,  97,  89, 111, 185,  79,964.302,1.36223
 8,  69, 106,  51,  51, 129,  32,1129.55,1.42017
 9,  62,  74,  73,  91, 129,  70,769.763,1.49081
 8,  51,  88,  53, 100, 127,  64,807.836,1.85889
 9,  56,  62,  86,  94, 131,  84,655.701,1.68077
 6,  28,  65,  68,  60,  79,  24,507.769,1.88328
 3,  66,  93, 138,  64, 138,  33,1179.31,1.44558
 5,  34,  65, 111,  62, 133,  31,574.845,2.36082
 8,  76,  97, 121, 110, 217, 109,1232.14,1.39667
 5,  79,  90,  89,  91, 133,  43,1475.52,1.19583
 1,  33,  48, 131, 114, 187,  82,482.686,1.47812
 7,  79,  81, 139,  91, 171,  53,1167.81,1.39926
 2,  25,  88, 102,  91, 261,  92,688.244,0.858248
 1,  20,  43,  57,  63,  86,  18,357.508,2.30402
 9,  54,  82,  99,  90, 156,  93,847.675,1.20935
 7,  73,  54, 221,  54, 207,  86,984.686,1.25894
 6,  47,  97,  86,  93, 131,  43,917.399,1.35746
 7,  67,  49, 164,  89, 172,  98,807.509,1.3665
 7,  60,  90,  91, 125, 173,  98,941.585,1.12774
 5,  64,  92, 133,  87, 139, 112,1115.65,1.22261
 5,  24,  67,  87, 107, 252, 106,530.793,1.081
 9,  48,  70,  78,  59, 115,  49,676.251,1.41638
 6,  44,  90,  99, 122, 145,  35,864.07,1.59291
 7,  49,  44, 105,  89, 119,  75,553.231,2.00986
 3,  73,  92, 177,  70, 156,  40,1294.36,1.43182
 4,  32,  87,  85,  76, 176,  90,734.513,0.917256
 4,  54,  75,  96, 117, 188,  98,739.422,1.10036
 7,  47,  34, 176,  77, 154, 104,538.708,1.739
 9,  57,  75,  65, 127, 161,  90,810.297,1.28102
 9,  44,  66,  81,  45, 110,  33,664.601,1.5094
 1,  29,  53, 133, 126, 210,  93,521.11,1.37857
 4,  56, 108, 115,  76, 222, 109,1100.49,0.662457
 2,  50, 104, 167,  57, 192,  41,1301.29,1.14145
 2,  49,  95, 160,  66, 179,  64,1138.86,1.1343
 9,  51,  70,  66, 108, 149,  70,678.799,1.39638
 8,  77, 108,  89,  71, 128,  85,1238.92,1.27245
 3,  58,  91, 139,  31, 140,  36,1108.52,1.56343
 5,  88, 112, 106,  88, 136,  51,1494.78,1.48128
 4,  42,  72, 101, 173, 196, 168,743.227,0.861765
 8,  54,  76,  44, 105, 116,  75,857.738,1.68718
 4,  31,  57, 117, 160, 209, 136,523.807,1.12116
 0,  23, 112,  37,  40, 209,  65,1053.09,0.746147
 3,  76,  92, 181,  57, 134,  27,1380.13,1.33774
 0,  65,  95,  29,  42, 102,  32,1198.39,1.41558
 1,  31,  55, 167, 128, 238, 109,560.708,1.09719
 8,  69, 112,  65,  62, 132,  55,1210.58,1.51288
 7,  69,  93, 108, 141, 190, 114,1110.1,0.925029
 1,  27,  48,  98,  77, 134,  35,412.825,1.84938
 3,  80, 123, 122,  39, 134,  21,1463.65,1.29679
 4,  60, 114,  85,  61, 222,  88,1232.33,0.782624
 4,  69,  88,  73, 157, 182, 156,1026.65,0.978777
 1,  32,  53,  34,  38,  62,   5,446.796,4.43038
 9,  68,  92,  66, 114, 148, 105,1052.33,1.04393
 9,  54,  81, 100,  40, 118,  56,805.482,1.27203
 6,  44, 116, 119, 103, 156,  67,1035.16,1.09698
 8,  44,  73,  53, 104, 114,  79,757.724,2.03811
 9,  55,  69,  64,  88, 116,  71,714.808,1.32559
 7,  69,  91, 130,  99, 187, 116,925.482,1.16769
 8,  52,  79, 122, 135, 229, 134,983.588,1.12725
 9,  41,  58, 140,  43, 150,  61,682.116,0.968971
 1,  26,  45, 128, 108, 179,  63,419.332,1.53762
 4,  30,  85, 100, 140, 221, 130,621.266,0.933812
 1,  31,  50, 160, 142, 231, 119,514.166,1.25412
 0,  37, 105,  26,  69, 199,  93,1119.62,0.689379
 6,  41, 108, 116, 116, 151,  58,941.626,1.30421
 6,  39, 106,  38, 112, 137,  29,883.798,1.43386
 6,  40, 114,  92,  81, 140,  32,1080.59,1.24993
 3,  44,  62, 142,  67, 169,  79,730.633,1.7079
 8,  72,  88,  74, 108, 158, 106,1103.79,1.37794
 6,  49, 111,  49, 103, 164,  83,1238.98,1.08637
 2,  27, 103,  91,  49, 229,  75,807.748,0.737664
 6,  39, 126,  55, 102, 146,  50,983.439,1.19812
 8,  58,  90, 105, 124, 205, 124,1121.86,1.04145
 6,  32, 119,  56,  88, 145,  29,947.86,1.27567
 4,  41,  77, 110, 167, 210, 163,730.098,0.892862
 3,  50, 103,  96,  69, 140,  64,960.449,1.51044
 8,  61,  94, 103, 117, 203, 116,1158.53,1.20061
 2,  48,  72,  60, 148, 182,  33,871.734,2.14834
 0,  72, 114,  95,  60, 182,  60,1425.45,0.925138
 1,  22,  46,  44,  37,  54,   5,383.409,4.32184
 0,  75, 110,  55,  55, 140,  58,1432.71,1.12559
 1,  11,  25,  31,  43,  36,   5,211.973,6.12872
 1,  38,  62,  36,  35,  57,   5,558.671,3.64177
 5,  55,  92,  74,  93, 124,  38,1087.14,1.43566
 2,  47,  98,  45, 203, 268,  81,1157.75,1.29516
 5,  55,  92,  87, 138, 170,  98,973.298,1.54322
 3,  93, 105, 112,  48, 132,  31,1627.8,1.32255
 4,  44,  59,  99,  35, 114,  53,557.074,1.30471
 4,  54,  83,  76, 124, 189, 157,891.682,1.03226
 1,  33,  56,  34,  33,  46,   5,457.672,3.82879
 7,  49,  53, 115,  80, 120, 107,666.593,2.4555
 2,  52, 118, 122, 109, 226,  67,1156.8,1.32846
 8,  64, 101,  39, 145, 150, 124,1061.62,1.39126
 9,  37,  51,  47,  29,  55,   7,503.916,2.25162
 9,  60,  58,  86, 100, 164, 157,821.038,1.35659
 8,  62, 102,  49,  56, 102,  48,1075.16,1.58103
 0, 110, 141,  29,  43, 148,  44,2139.31,0.995432
 3,  54, 105,  87,  44, 187,  40,1124.89,0.985744
 1,  30,  55,  79,  49, 105,   8,449.994,2.84836
 3,  52,  65, 120,  47, 119,  59,866.072,2.2198
 2,  82, 116,  59, 168, 212,  70,1419.63,1.53418
 5,  36,  81,  54, 116, 203,  87,704.341,0.922616
 3,  63,  88,  99,  58, 115,  75,961.941,1.79341
 0,  90, 116,  46,  76, 174,  69,1613.29,1.02744
 4,  47, 106, 131,  93, 216, 114,1029.12,0.765607
 1,  16,  24,  24,  48,  29,   2,228.109,8.21334
 5,  29,  53, 101, 122, 252, 133,543.237,1.05791
 1,  24,  41,  42,  45,  59,   7,361.714,4.50134
 6,  37,  78,  56,  87,  77,  17,735.843,1.86663
 9,  51,  74, 135,  46, 166,  48,801.278,1.03237
 7,  64,  53, 117, 114, 149, 123,802.768,1.59501
 6,  34,  96, 119,  73, 164,  35,797.344,1.42518
 8,  55,  88,  53,  90, 100,  43,893.415,1.74242
 1,  26,  38,  37,  54,  49,   8,329.9,3.99206
 9,  49,  57,  94,  76, 120,  78,650.605,1.81245
 3,  42,  84, 105,  85, 219,  77,846.73,0.999699
 0,  77, 129,  70,  50, 144,  33,1368.63,1.21796
 4,  39,  74,  84,  73, 150,  69,664.795,1.13548
 1,  36,  57,  57,  78,  98,  23,511.373,2.46877
 1,  19,  32,  68,  90, 103,  17,300.785,3.10269
 3,  72,  97, 101,  70, 128,  61,1137.27,1.61643
 1,  27,  46,  24,  19,  25,   4,357.789,4.92221
 4,  54,  84,  73, 156, 177, 101,820.259,1.08103
 2,  61,  75, 117, 151, 219, 133,999.369,1.87883
 7,  54,  55,  95,  90, 115,  89,735.284,1.85453
 1,  22,  36,  40,  54,  57,   7,309.332,3.99276
 8,  53,  82,  69, 132, 155, 125,904.584,1.43107
 2,  78,  89, 133,  94, 185, 108,1249.04,1.70304
 9,  51,  58,  88,  69, 113,  59,592.149,1.94248
 3,  48,  61, 116, 105, 171,  52,853.385,1.52383
 8,  72,  95,  63,  66, 102,  54,1021.14,1.96035
 5,  56,  77, 160, 125, 224,  89,986.884,1.86666
 6,  39,  67,  34,  61,  50,   9,697.615,2.64261
 2,  39,  74,  91, 121, 166,  32,742.547,1.92467
 5,  67, 133,  87,  59, 144,  32,1330.28,1.55864
 1,  21,  36,  19,  33,  25,   3,332.082,6.22552
 0,  54,  93,  36,  60,  99,  26,883.486,1.72971
 7,  55,  47, 154,  48, 130,  74,648.022,1.88019
 6,  43,  86,  43, 113, 103,  33,842.006,1.66135
 8,  46,  78,  77,  67, 150,  83,854.694,1.32175
 8,  84, 105,  59, 124, 142, 106,1265.12,1.65836
 7,  64,  60,  95, 119, 129,  94,878.122,1.51204
 9,  56,  62,  60,  69,  91,  58,717.609,1.87936
 9,  51,  87,  78,  66, 138,  41,813.046,1.60587
 4,  39,  69,  62, 126, 144,  62,615.779,1.28813
 7,  44,  48,  82, 105, 139,  55,585.948,1.96637
 1,  34,  52, 109, 143, 186, 128,576.69,1.30277
 8,  78, 101,  64, 100, 138, 107,1109.78,1.50226
 9,  56,  80,  58,  98, 125,  70,794.499,1.39274
 8,  74,  99,  92,  53, 132,  73,1160.4,1.69036
 0,  92, 129,  48,  42, 110,  32,1520.13,1.27214
 6,  25,  75,  73,  79, 120,  22,605.222,1.47755
 4,  44,  82, 117, 152, 227, 141,815.041,0.893318
 7,  36,  66,  97, 182, 184, 138,602.082,1.3518
 8,  81, 103,  34,  96, 115,  89,1141.1,1.58857
 5,  74, 119,  88, 106, 139,  42,1442.14,1.15745
 9,  62,  65,  57,  99, 107,  79,783.609,1.80194
 4,  41,  81,  65,  49, 123,  28,682.171,1.44505
 1,  40,  73, 155, 131, 250, 131,748.666,1.12577
 7,  63,  57, 110,  97, 134,  90,827.454,1.69717
 4,  49,  95,  83, 156, 204, 150,953.209,0.802561
 7,  43,  70,  95,  76, 162,  60,711.206,1.43321
 0,  81, 122,  39,  42, 118,  28,1525.9,1.2358
 1,  31,  38,  57,  41,  57,   8,401.616,3.88669
 2,  53, 127,  44, 167, 212,  95,1316.46,1.09187
 7,  57,  47, 120, 107, 150, 108,687.833,1.62431
 1,  30,  53,  55,  55,  76,   8,453.325,3.75103
 9,  61, 107, 136,  66, 200,  90,1189.54,0.752069
 5,  66,  81, 117, 153, 192, 130,1009.62,1.56576
 8,  79, 116,  64,  60, 116,  48,1204.99,1.68699
 4,  57,  80,  54, 133, 148,  80,798.57,1.23903
 4,  45,  77,  65,  32, 147,  23,714.606,1.17961
 0,  55,  89,  35,  39,  71,  16,803.087,2.00968
 6,  37,  79,  48,  58,  67,  12,676.743,2.23416
 7,  45,  43,  72,  77,  90,  55,541.251,2.67243
 3,  62, 110, 121,  69, 190,  38,1287.14,1.23535
 6,  56,  75,  57,  95,  89,  22,827.34,1.9754
 9,  62,  76,  72,  83, 122,  61,768.062,1.40779
 0,  83, 123,  55,  43, 110,  39,1322.45,1.42494
 6,  54, 128, 112,  84, 161,  37,1238.01,1.15608
 1,  45,  69,  86, 110, 136,  63,685.499,1.80326
 5,  36,  65,  85, 102, 107,  15,746.19,1.54386
 7,  65,  62,  68, 120, 134, 103,864.348,1.4517
 6,  54, 142,  49, 101, 149,  55,1298.15,0.957604
 0,  73, 112,  58,  29, 108,  20,1363.39,1.33189
 3,  62,  71, 106,  54, 133,  55,760.017,1.68597
 6,  53,  85,  78, 131, 142,  40,876.86,1.74462
 1,  21,  46, 100,  23, 104,   9,421.571,2.84676
 8,  63, 114,  99,  96, 186,  84,1117.16,1.27644
 6,  45, 141,  61, 105, 141,  54,1153.62,1.12829
 4,  55, 105,  43, 139, 198, 139,1135.54,0.914777
 5,  41,  64,  66, 109,  90,  37,729.532,1.8246
 7,  46,  56,  89,  81, 115,  72,676.533,1.81696
 4,  41,  70,  69,  28, 132,  31,649.623,1.1302
 9,  55,  50,  54,  70,  73,  19,597.78,2.69587
 4,  30,  63, 113,  51, 159,  67,533.96,1.27904
 8,  53,  94,  82, 114, 171,  90,866.993,1.76184
 1,  26,  45,  28,  27,  28,   5,421.648,4.33342
 6,  37,  85,  49,  87,  74,  12,755.262,2.10654
 5,  51,  95,  45,  57,  79,  30,1007.5,1.66091
 0,  79, 117,  34, 129, 132,  92,1357.43,1.32652
 3,  43,  61, 169,  63, 176,  70,729.823,1.96677
 8,  52,  74,  54, 189, 179, 130,767.723,1.69323
 1,  26,  41,  38,  50,  50,   4,333.692,3.74259
 1,  30,  47, 113,  62,  87,  28,435.59,3.06663
 1,  22,  39,  31,  25,  26,   3,313.857,5.83281
 7,  70,  61,  99, 103, 142,  83,845.549,1.53928
 1,  19,  29,  28,  36,  29,   2,270.029,7.63717
 7,  50,  54,  98,  59,  92,  38,621.654,2.17067
 6,  26,  59,  61,  77,  83,  27,523.253,1.92181
 1,  36,  58,  92, 118, 158,  53,602.216,1.74352
 8,  59, 115,  33,  63, 103,  34,1101.15,1.48946
 3,  56,  86, 118,  49, 145,  31,976.27,1.80184
 3,  56,  81, 130,  66, 153,  64,1028.07,1.48205
 2,  13,  74,  28, 109, 271,  97,522.228,0.589813
 3,  52, 104, 104,  78, 137,  31,991.909,1.69665
 3,  76,  85, 133,  71, 116,  51,1291.08,1.64671
 1,  27,  40,  65,  96, 106,  24,402.401,2.37371
 1,  42,  83, 141, 148, 242, 147,907.973,0.993833
 7,  80, 111,  71,  79, 126,  80,1149.47,1.50047
 4,  32,  77, 115, 130, 214, 142,652.881,0.866914
 2,  55, 116, 114,  53, 144,  53,1247.81,1.24705
 2,  40, 103,  61, 166, 260,  93,985.783,1.23088
 0,  62,  93,  45,  83, 168,  76,1294.73,1.03192
 0,  79, 118,  57,  37, 120,  21,1397.35,1.24087
 0,  68, 109,  59,  52, 148,  44,1443,1.09829
 0,  56, 128,  38,  24, 181,  38,1442.93,0.813367
 2,  65,  90,  81,  96, 146,  46,1045.79,1.98327
 7,  38,  45,  81,  50,  63,  16,596.333,2.65068
 7,  62,  41, 222,  47, 180,  87,693.112,1.17624
 8,  45,  87,  59,  61,  90,  14,757.013,2.42792
 8,  61,  87,  67,  87, 129,  86,1008.95,1.44798
 4,  51,  75, 112, 124, 183, 164,795.684,1.04521
 1,  29,  43,  42,  41,  53,   8,349.538,3.07037
 6,  52,  86,  37,  94,  78,  13,797.055,2.26881
 8,  81, 115,  50,  57,  98,  19,1196.7,1.7988
 9,  53,  65,  71,  76, 111,  56,625.519,2.18095
 3,  26,  42, 168,  81, 143,  51,542.942,1.91592
 3,  64,  91, 121,  46, 124,  95,1158.68,1.69556
 0,  68,  92,  36,  66, 165,  57,1376.55,0.932823
 8,  65,  90,  69,  67,  97,  52,955.603,1.95602
 6,  31,  60,  56,  79,  77,  10,548.947,2.49957
 4,  60,  88,  61, 128, 184, 143,940.143,1.00658
 7,  57,  45, 145,  71, 125,  91,662.05,1.96213
 7,  54,  51, 130,  60, 122,  72,681.327,1.73385
 2,  49,  85, 124, 133, 236,  78,1008.24,1.5064
 2,  62,  85,  89, 111, 212, 105,968.065,1.4533
 1,  23,  34,  38,  21,  32,   4,383.719,4.8194
 5,  69,  84,  96, 159, 172,  62,1090.45,1.5835
 4,  50, 101, 150,  20, 160,  43,897.086,0.991183
 6,  33,  58,  35,  58,  46,   8,583.55,2.81067
 4,  40,  63, 113,  56, 157,  51,594.515,1.07763
 3,  78, 107, 102,  48, 140,  60,1473.26,1.37088
 2,  36,  92, 105, 125, 207,  68,861.47,1.54485
 6,  63,  89,  74, 102, 127,  34,1069.82,1.57024
 2,  41,  90,  99, 123, 220, 136,848.811,1.17448
 9,  53,  68,  89,  53, 114,  58,750.335,1.28382
 3,  35,  59, 110,  61, 110,  17,570.299,2.1548
 6,  48,  95,  89,  89, 116,  27,898.808,1.5298
 8,  65,  82,  75,  55, 108,  60,984.413,1.93416
 3,  71,  97, 121,  73, 163,  32,1245.14,1.2526
 7,  49,  62, 107,  37, 133,  81,711.566,1.30238
 2,  51, 108,  97, 127, 217,  54,1167.52,1.58571
 3,  82, 121, 104,  65, 152,  40,1615.07,1.23552
 2,  48,  97,  75, 175, 244,  80,1114.04,1.45863
 1,  26,  48,  53,  63,  84,   4,397.252,3.7513
 4,  26,  50, 103,  78, 124,  59,392.192,1.74143
 9,  68,  98,  98,  64, 148,  70,986.67,1.23836
 6,  70, 107,  64,  61, 113,  46,1089.48,1.59817
 5,  35,  63, 105,  71, 134,  35,604.241,2.17158
 0,  76, 113,  46,  27, 108,  29,1451.55,1.30732
 8,  66,  83,  78, 117, 158, 147,1015.48,1.42086
 5,  56,  78, 116, 141, 198, 143,934.16,1.54346
 6,  27, 103,  38,  77, 186,  84,999.999,0.781636
 5,  47,  72,  63, 126, 221, 135,760.044,1.29791
 3,  56, 127, 118,  53, 136,  25,1252.3,1.3156
 1,  31,  48, 106,  76, 110,  32,447.944,2.58057
 4,  42,  86,  74,  43, 159,  39,766.974,0.950329
 3,  65,  98, 114,  59, 121,  37,1178.61,1.71573
 3,  51,  77, 116,  46, 118,  76,883.038,1.96383
 3,  85, 102, 117,  63, 138,  49,1413.75,1.54429
 0,  57,  86,  53,  35, 105,  43,1000.69,1.56899
 9,  42,  55,  81,  35,  85,  37,601.356,2.39324
 0,  70, 113,  61,  41, 147,  41,1569.68,0.9648
 7,  54,  59, 108,  79, 117,  95,789.39,1.70817
 2,  84, 127,  88,  76, 162,  46,1401.14,1.38358
 8,  44,  84,  76, 108, 153,  72,801.418,1.79222
 8,  59,  99,  98, 135, 147,  70,1199.76,1.3958
 7,  49,  62,  90,  95, 128,  57,799.921,1.63517
 7,  36,  47, 120,  56,  98,  74,581.705,2.27713
 2,  55, 103,  66, 157, 221, 105,1091.3,1.37765
 3,  53,  82, 105,  58, 140,  54,904.482,1.45943
 7,  44,  49,  97,  54,  92,  70,634.509,2.12215
 5,  66,  76,  63, 190, 185, 153,1063.21,1.28825
 9,  52,  60,  55,  55,  78,  39,602.546,2.29598
 6,  32,  84,  38,  94, 252,  83,867.238,0.692371
 8,  52,  82,  59,  56,  93,  24,861.482,2.08763
 0,  65, 100,  45,  70, 162,  54,1446.84,0.977223
 2,  70, 109,  59, 151, 193,  40,1264.39,1.75054
 0,  58,  88,  43,  34, 109,  47,1062.93,1.53141
 1,  35,  58,  68,  70,  99,  30,483.126,2.0539
 6,  43, 131,  63, 105, 144,  49,1021.4,1.26345
 3,  83,  93,  94,  57, 129,  39,1211.36,1.725
 8,  77,  89,  46,  80, 108,  66,1012.99,1.64355
 1,  55,  93, 112, 154, 213, 152,1077.81,0.974394
 1,  32,  58,  55,  68, 111,  17,507.184,3.45867
 3,  55,  89, 143,  66, 218,  58,1085.55,1.30433
 5,  19,  60,  46, 158, 225, 162,520.995,0.738068
 0,  54, 133,  36,  43, 183,  62,1415.4,0.796529
 0,  60,  97,  52,  42, 121,  31,1225.01,1.29752
 1,  46,  83,  94,  86, 145,  43,737.696,1.53269
 7,  53,  57, 132,  56, 114, 106,696.746,2.21038
 2,  88, 175,  80,  34, 163,  27,1977.25,1.0813
 5,  71, 113,  99,  88, 188,  42,1444.7,1.35301
 3,  84, 152,  66,  62, 184,  32,1814.9,1.18198
 7,  63,  50, 129,  83, 129, 100,809.129,1.86001
 4,  51, 112, 105,  99, 204, 124,1101.86,0.877588
 9,  53,  75,  87,  69, 130,  63,723.987,1.36874
 7,  79,  75, 138,  77, 185, 107,1161.49,1.0511
 7,  52,  46, 139,  85, 152, 106,618.49,1.35653
 8,  93, 127,  58, 122, 172, 110,1514.67,1.28742
 3,  39,  75, 104,  34, 108,  27,750.341,2.22599
 9,  69,  83,  66, 103, 130,  86,919.456,1.32368
 3,  56, 129, 102, 100, 197,  44,1295.66,1.24288
 0,  67, 136,  61,  49, 194,  59,1453.64,0.91018
 6,  28,  68,  63, 116, 119,  20,623.874,1.82121
 1,  43,  65,  93, 107, 144,  58,616.494,1.69324
 9,  62,  82,  88,  21, 105,  31,807.517,1.29638
 2,  30, 121,  46,  85, 241, 103,840.475,0.795536
 3,  57,  83, 119,  56, 146,  50,1026.21,1.62732
 3,  83, 141, 102,  39, 150,  24,1714.68,1.30237
